Sensor ID,Timestamp,pH,Dissolved Oxygen,CO2 Levels,Turbidity
5,2025-01-27 14:55:48,8.31,6.17,0.21,3.34
10,2025-01-27 14:56:48,8.32,6.47,0.97,0.75
6,2025-01-27 14:57:48,6.5,8.63,0.89,1.51
4,2025-01-27 14:58:48,6.57,5.06,0.28,3.71
8,2025-01-27 14:59:48,7.24,5.57,0.42,0.6
2,2025-01-27 15:00:48,7.07,7.71,0.79,1.21
1,2025-01-27 15:01:48,8.87,9.91,0.52,0.42
6,2025-01-27 15:02:48,8.98,5.74,0.71,3.27
6,2025-01-27 15:03:48,6.59,7.25,0.65,0.21
10,2025-01-27 15:04:48,6.2,8.33,0.28,3.94
4,2025-01-27 15:05:48,6.25,9.07,0.54,3.48
1,2025-01-27 15:06:48,7.76,9.69,0.48,1.59
6,2025-01-27 15:07:48,7.28,6.69,0.54,1.9
2,2025-01-27 15:08:48,6.66,5.61,0.79,2.63
7,2025-01-27 15:09:48,8.96,9.56,0.15,4.0
6,2025-01-27 15:10:48,8.82,9.46,0.62,1.89
9,2025-01-27 15:11:48,8.61,6.06,0.53,3.16
3,2025-01-27 15:12:48,7.56,9.46,0.43,0.95
7,2025-01-27 15:13:48,6.02,5.51,0.13,4.42
10,2025-01-27 15:14:48,6.71,6.9,0.38,3.39
5,2025-01-27 15:15:48,7.37,7.07,0.82,4.0
4,2025-01-27 15:16:48,7.18,7.2,0.83,3.61
7,2025-01-27 15:17:48,8.68,7.23,0.35,1.11
4,2025-01-27 15:18:48,7.51,6.63,0.31,3.14
8,2025-01-27 15:19:48,8.36,5.22,0.48,3.93
10,2025-01-27 15:20:48,8.93,7.16,0.12,0.15
5,2025-01-27 15:21:48,7.46,7.15,0.46,3.2
9,2025-01-27 15:22:48,8.84,6.76,0.69,3.31
3,2025-01-27 15:23:48,7.17,6.91,0.49,3.09
7,2025-01-27 15:24:48,7.77,8.41,0.72,3.41
3,2025-01-27 15:25:48,8.02,6.63,0.35,2.82
6,2025-01-27 15:26:48,8.51,9.0,0.19,1.46
9,2025-01-27 15:27:48,7.03,6.5,0.28,3.19
5,2025-01-27 15:28:48,7.76,9.46,0.74,2.75
10,2025-01-27 15:29:48,7.05,5.62,0.31,3.2
5,2025-01-27 15:30:48,6.92,9.76,0.43,3.18
1,2025-01-27 15:31:48,8.42,9.11,0.59,3.0
8,2025-01-27 15:32:48,8.59,5.93,0.49,3.96
2,2025-01-27 15:33:48,7.46,5.81,0.99,4.12
3,2025-01-27 15:34:48,8.13,7.48,0.81,2.14
3,2025-01-27 15:35:48,8.22,6.17,0.19,4.24
6,2025-01-27 15:36:48,6.86,5.93,0.16,3.5
3,2025-01-27 15:37:48,6.96,9.81,0.22,3.91
6,2025-01-27 15:38:48,7.02,7.18,0.44,2.7
5,2025-01-27 15:39:48,6.88,6.73,0.44,0.83
1,2025-01-27 15:40:48,7.06,6.96,0.76,0.51
7,2025-01-27 15:41:48,7.47,5.35,0.66,3.05
7,2025-01-27 15:42:48,7.12,5.17,0.98,0.12
2,2025-01-27 15:43:48,7.5,8.1,0.79,0.98
2,2025-01-27 15:44:48,7.38,8.88,0.64,3.5
7,2025-01-27 15:45:48,7.36,9.17,0.82,3.52
7,2025-01-27 15:46:48,8.56,9.07,0.52,2.55
5,2025-01-27 15:47:48,8.9,5.54,0.48,4.7
6,2025-01-27 15:48:48,6.76,8.58,0.19,0.31
3,2025-01-27 15:49:48,6.11,9.21,0.31,3.83
6,2025-01-27 15:50:48,7.28,8.59,0.96,2.37
6,2025-01-27 15:51:48,7.82,5.82,0.77,2.99
9,2025-01-27 15:52:48,6.86,7.38,0.49,3.86
3,2025-01-27 15:53:48,7.1,7.32,0.61,3.95
9,2025-01-27 15:54:48,8.57,9.52,0.82,1.52
8,2025-01-27 15:55:48,8.54,8.44,0.76,3.79
9,2025-01-27 15:56:48,6.14,6.43,0.66,3.89
4,2025-01-27 15:57:48,7.61,6.32,0.69,1.2
6,2025-01-27 15:58:48,6.08,8.36,0.15,2.45
10,2025-01-27 15:59:48,7.75,6.84,0.28,4.62
4,2025-01-27 16:00:48,6.92,5.05,0.34,1.0
8,2025-01-27 16:01:48,6.58,5.73,0.22,1.78
6,2025-01-27 16:02:48,6.55,5.66,0.44,1.17
4,2025-01-27 16:03:48,8.6,5.83,0.74,1.09
9,2025-01-27 16:04:48,7.02,5.92,0.78,3.79
7,2025-01-27 16:05:48,7.24,9.19,0.42,2.47
1,2025-01-27 16:06:48,8.35,5.67,0.82,4.73
9,2025-01-27 16:07:48,8.74,5.2,0.29,2.28
9,2025-01-27 16:08:48,6.72,8.17,0.68,0.81
6,2025-01-27 16:09:48,8.8,9.11,0.78,3.1
5,2025-01-27 16:10:48,8.68,6.6,0.72,0.11
6,2025-01-27 16:11:48,6.53,8.65,0.49,3.41
7,2025-01-27 16:12:48,6.28,8.44,0.91,0.35
5,2025-01-27 16:13:48,8.34,9.25,0.16,4.04
4,2025-01-27 16:14:48,8.2,9.72,0.23,4.77
10,2025-01-27 16:15:48,8.57,8.41,0.2,4.72
3,2025-01-27 16:16:48,8.98,7.62,0.26,2.38
9,2025-01-27 16:17:48,8.89,5.1,0.15,4.64
7,2025-01-27 16:18:48,6.05,5.83,0.59,1.22
5,2025-01-27 16:19:48,7.5,9.39,0.35,1.8
6,2025-01-27 16:20:48,7.27,7.11,0.91,0.39
9,2025-01-27 16:21:48,6.23,5.51,0.95,4.18
6,2025-01-27 16:22:48,8.88,9.07,0.23,0.53
4,2025-01-27 16:23:48,6.62,9.89,0.74,4.9
7,2025-01-27 16:24:48,6.43,8.51,0.81,3.95
8,2025-01-27 16:25:48,7.27,8.61,0.76,2.56
2,2025-01-27 16:26:48,8.62,5.77,0.35,0.71
10,2025-01-27 16:27:48,8.76,5.37,0.3,0.49
6,2025-01-27 16:28:48,7.14,9.43,0.56,1.75
9,2025-01-27 16:29:48,7.04,8.37,0.76,4.33
2,2025-01-27 16:30:48,8.15,7.84,0.34,1.06
3,2025-01-27 16:31:48,7.61,6.04,0.31,2.48
5,2025-01-27 16:32:48,8.05,5.2,0.56,0.26
1,2025-01-27 16:33:48,7.78,9.32,0.73,0.82
8,2025-01-27 16:34:48,8.94,8.2,0.96,3.16
1,2025-01-27 16:35:48,7.74,5.27,0.29,3.62
9,2025-01-27 16:36:48,6.3,6.69,0.33,1.26
3,2025-01-27 16:37:48,6.14,6.58,0.8,0.69
6,2025-01-27 16:38:48,6.89,5.09,0.93,0.89
1,2025-01-27 16:39:48,8.0,6.66,0.95,0.14
9,2025-01-27 16:40:48,7.29,8.05,0.41,2.16
6,2025-01-27 16:41:48,7.6,8.04,0.29,4.2
3,2025-01-27 16:42:48,6.71,7.83,0.44,0.26
1,2025-01-27 16:43:48,7.1,5.86,0.76,4.36
7,2025-01-27 16:44:48,8.68,6.26,0.49,4.77
2,2025-01-27 16:45:48,6.69,8.28,0.12,0.75
1,2025-01-27 16:46:48,7.48,8.8,0.87,3.71
6,2025-01-27 16:47:48,8.72,6.08,0.32,4.71
7,2025-01-27 16:48:48,7.34,8.88,0.25,4.67
2,2025-01-27 16:49:48,8.41,8.54,0.34,2.36
10,2025-01-27 16:50:48,7.22,7.43,0.89,1.18
7,2025-01-27 16:51:48,8.4,7.3,0.45,4.7
9,2025-01-27 16:52:48,6.23,9.48,0.59,0.11
3,2025-01-27 16:53:48,7.71,9.02,0.21,2.89
3,2025-01-27 16:54:48,8.88,7.12,0.47,1.66
6,2025-01-27 16:55:48,6.05,9.8,0.45,3.02
8,2025-01-27 16:56:48,8.21,5.45,0.73,3.67
4,2025-01-27 16:57:48,8.88,5.26,0.33,0.95
10,2025-01-27 16:58:48,7.48,8.22,0.16,1.36
4,2025-01-27 16:59:48,6.15,5.51,0.56,1.8
10,2025-01-27 17:00:48,8.42,6.09,0.95,4.02
8,2025-01-27 17:01:48,8.59,7.96,0.8,3.84
5,2025-01-27 17:02:48,7.19,6.52,0.16,3.49
9,2025-01-27 17:03:48,6.2,5.59,0.56,1.62
7,2025-01-27 17:04:48,7.43,5.11,0.78,2.18
10,2025-01-27 17:05:48,7.31,7.15,0.13,4.6
6,2025-01-27 17:06:48,8.39,6.12,0.83,4.68
2,2025-01-27 17:07:48,6.72,6.46,0.14,1.18
7,2025-01-27 17:08:48,6.86,7.66,0.72,3.83
4,2025-01-27 17:09:48,7.12,8.82,0.68,3.57
10,2025-01-27 17:10:48,6.29,5.47,0.23,2.75
8,2025-01-27 17:11:48,6.83,7.96,0.63,0.34
4,2025-01-27 17:12:48,6.47,6.05,0.55,4.68
4,2025-01-27 17:13:48,7.62,9.36,0.67,2.19
7,2025-01-27 17:14:48,7.7,5.84,0.3,2.87
6,2025-01-27 17:15:48,8.93,7.51,0.14,4.21
9,2025-01-27 17:16:48,6.32,6.15,1.0,2.13
1,2025-01-27 17:17:48,6.23,5.21,0.78,0.48
7,2025-01-27 17:18:48,8.37,7.27,0.8,3.66
5,2025-01-27 17:19:48,7.11,6.96,0.88,4.91
1,2025-01-27 17:20:48,6.57,7.3,0.75,1.07
8,2025-01-27 17:21:48,8.09,5.19,0.96,4.56
6,2025-01-27 17:22:48,8.68,5.2,1.0,1.86
10,2025-01-27 17:23:48,8.1,8.63,0.76,2.99
8,2025-01-27 17:24:48,6.89,9.67,0.41,2.9
5,2025-01-27 17:25:48,6.7,5.49,0.93,0.69
6,2025-01-27 17:26:48,8.55,6.44,0.4,0.6
4,2025-01-27 17:27:48,8.07,9.05,0.34,4.85
6,2025-01-27 17:28:48,6.33,6.46,0.62,0.29
4,2025-01-27 17:29:48,8.68,6.35,0.79,0.16
9,2025-01-27 17:30:48,6.51,9.07,0.2,1.7
9,2025-01-27 17:31:48,6.72,8.38,0.74,2.98
8,2025-01-27 17:32:48,8.1,6.43,0.34,3.28
4,2025-01-27 17:33:48,6.05,9.63,0.25,3.04
7,2025-01-27 17:34:48,8.35,6.96,0.28,3.87
2,2025-01-27 17:35:48,8.51,5.72,0.82,0.26
6,2025-01-27 17:36:48,8.74,5.7,0.3,1.9
10,2025-01-27 17:37:48,8.08,9.11,0.88,4.2
6,2025-01-27 17:38:48,7.33,7.34,0.92,2.15
5,2025-01-27 17:39:48,7.42,9.99,0.38,0.54
7,2025-01-27 17:40:48,6.78,7.63,0.46,2.59
4,2025-01-27 17:41:48,7.08,6.93,0.49,4.86
5,2025-01-27 17:42:48,8.01,8.41,0.57,0.69
2,2025-01-27 17:43:48,6.41,8.28,0.11,3.94
5,2025-01-27 17:44:48,7.56,6.84,0.43,3.19
7,2025-01-27 17:45:48,7.04,7.28,0.76,2.52
8,2025-01-27 17:46:48,6.96,5.34,0.12,4.25
7,2025-01-27 17:47:48,8.78,7.77,0.95,1.42
10,2025-01-27 17:48:48,6.02,5.38,0.79,0.66
10,2025-01-27 17:49:48,7.23,7.52,0.73,1.69
8,2025-01-27 17:50:48,8.72,7.29,0.53,2.9
6,2025-01-27 17:51:48,6.63,6.05,0.72,1.16
7,2025-01-27 17:52:48,6.42,5.03,0.21,2.78
6,2025-01-27 17:53:48,8.29,5.84,0.7,3.76
2,2025-01-27 17:54:48,7.13,7.34,0.36,4.25
6,2025-01-27 17:55:48,7.73,9.26,0.62,1.97
5,2025-01-27 17:56:48,7.59,8.8,0.31,0.72
8,2025-01-27 17:57:48,6.06,8.03,0.6,2.11
6,2025-01-27 17:58:48,6.85,7.06,0.92,4.2
7,2025-01-27 17:59:48,8.61,8.62,0.17,2.86
5,2025-01-27 18:00:48,7.62,9.71,0.82,2.32
9,2025-01-27 18:01:48,6.68,8.89,0.93,0.61
9,2025-01-27 18:02:48,8.74,8.2,0.97,4.23
2,2025-01-27 18:03:48,7.3,6.45,0.89,3.76
4,2025-01-27 18:04:48,6.89,6.38,0.57,3.62
3,2025-01-27 18:05:48,6.77,6.8,0.44,2.99
7,2025-01-27 18:06:48,6.18,5.53,0.91,4.57
3,2025-01-27 18:07:48,6.45,5.68,0.68,3.08
6,2025-01-27 18:08:48,8.05,5.22,0.83,4.57
6,2025-01-27 18:09:48,8.79,6.63,0.65,1.66
6,2025-01-27 18:10:48,8.94,5.32,0.7,4.94
5,2025-01-27 18:11:48,6.74,6.68,0.34,2.78
4,2025-01-27 18:12:48,7.53,6.03,0.99,2.2
2,2025-01-27 18:13:48,6.71,5.25,0.38,2.59
3,2025-01-27 18:14:48,7.04,8.04,0.2,0.7
2,2025-01-27 18:15:48,6.95,8.19,0.92,3.19
6,2025-01-27 18:16:48,8.13,5.31,0.77,1.64
4,2025-01-27 18:17:48,7.28,8.14,0.55,1.43
2,2025-01-27 18:18:48,8.33,5.42,0.77,2.25
4,2025-01-27 18:19:48,7.47,6.93,0.85,0.53
9,2025-01-27 18:20:48,8.0,6.53,0.34,0.98
4,2025-01-27 18:21:48,6.7,8.24,0.59,4.14
1,2025-01-27 18:22:48,8.57,6.08,0.26,0.14
10,2025-01-27 18:23:48,8.8,5.39,0.51,4.14
5,2025-01-27 18:24:48,6.63,6.93,0.38,1.02
1,2025-01-27 18:25:48,6.82,7.88,0.71,2.01
10,2025-01-27 18:26:48,7.5,5.27,0.98,3.69
9,2025-01-27 18:27:48,6.49,7.82,0.1,3.04
9,2025-01-27 18:28:48,7.44,8.56,0.74,2.54
10,2025-01-27 18:29:48,8.39,8.8,0.51,1.59
8,2025-01-27 18:30:48,7.29,5.77,0.62,4.48
6,2025-01-27 18:31:48,8.72,8.47,0.56,2.55
2,2025-01-27 18:32:48,8.19,7.68,0.44,0.67
4,2025-01-27 18:33:48,8.49,7.54,0.64,0.92
6,2025-01-27 18:34:48,7.94,7.66,1.0,1.59
6,2025-01-27 18:35:48,6.94,7.35,0.97,2.52
6,2025-01-27 18:36:48,8.27,5.48,0.16,3.14
5,2025-01-27 18:37:48,6.63,9.77,0.89,0.11
7,2025-01-27 18:38:48,6.46,6.95,0.88,2.34
9,2025-01-27 18:39:48,7.37,7.02,0.8,4.16
9,2025-01-27 18:40:48,8.05,8.93,0.5,1.98
7,2025-01-27 18:41:48,7.45,9.15,0.23,0.26
4,2025-01-27 18:42:48,8.94,6.87,0.65,0.78
4,2025-01-27 18:43:48,8.37,9.47,0.98,3.17
4,2025-01-27 18:44:48,7.18,7.52,0.72,2.05
6,2025-01-27 18:45:48,6.76,5.88,0.84,0.2
10,2025-01-27 18:46:48,8.35,7.04,0.79,3.79
7,2025-01-27 18:47:48,6.28,8.98,0.54,3.89
3,2025-01-27 18:48:48,6.65,5.47,0.62,2.2
3,2025-01-27 18:49:48,6.75,5.24,0.3,0.43
1,2025-01-27 18:50:48,6.68,8.81,0.67,2.75
10,2025-01-27 18:51:48,6.5,8.58,0.5,0.78
2,2025-01-27 18:52:48,6.22,5.27,0.63,4.47
3,2025-01-27 18:53:48,8.13,7.96,0.52,3.89
8,2025-01-27 18:54:48,7.04,6.22,0.85,0.67
7,2025-01-27 18:55:48,8.81,5.43,0.63,2.58
7,2025-01-27 18:56:48,6.56,5.64,0.72,1.69
10,2025-01-27 18:57:48,7.04,9.67,0.84,4.18
3,2025-01-27 18:58:48,6.8,5.72,0.18,0.63
6,2025-01-27 18:59:48,6.63,8.92,0.51,3.57
5,2025-01-27 19:00:48,8.62,7.84,0.79,3.93
9,2025-01-27 19:01:48,6.66,8.17,0.37,1.59
4,2025-01-27 19:02:48,6.51,5.93,0.78,1.16
6,2025-01-27 19:03:48,8.78,7.51,0.19,1.75
8,2025-01-27 19:04:48,8.84,8.63,0.81,4.53
5,2025-01-27 19:05:48,8.04,7.05,0.49,3.47
2,2025-01-27 19:06:48,6.27,7.58,0.18,4.29
6,2025-01-27 19:07:48,8.8,7.34,0.63,3.57
5,2025-01-27 19:08:48,8.8,7.05,0.12,4.33
2,2025-01-27 19:09:48,8.08,7.08,0.8,0.59
9,2025-01-27 19:10:48,8.06,6.01,0.53,2.34
7,2025-01-27 19:11:48,6.55,5.87,0.9,2.74
8,2025-01-27 19:12:48,8.49,8.0,0.32,3.79
1,2025-01-27 19:13:48,8.33,6.33,0.33,2.29
1,2025-01-27 19:14:48,7.0,7.71,0.51,1.08
2,2025-01-27 19:15:48,6.19,9.78,0.17,3.88
6,2025-01-27 19:16:48,8.85,5.74,0.52,4.82
5,2025-01-27 19:17:48,6.16,5.7,0.76,1.18
9,2025-01-27 19:18:48,8.9,5.37,0.74,2.96
7,2025-01-27 19:19:48,7.91,9.44,0.81,1.58
5,2025-01-27 19:20:48,8.99,8.48,0.28,2.15
9,2025-01-27 19:21:48,7.77,8.44,0.68,2.12
5,2025-01-27 19:22:48,8.18,6.6,0.71,0.96
3,2025-01-27 19:23:48,8.04,5.62,0.13,2.97
8,2025-01-27 19:24:48,7.04,5.67,0.62,3.31
6,2025-01-27 19:25:48,6.34,7.88,0.97,1.63
9,2025-01-27 19:26:48,8.22,9.29,0.95,0.87
5,2025-01-27 19:27:48,6.61,8.35,0.2,1.74
6,2025-01-27 19:28:48,7.72,5.38,0.28,1.35
7,2025-01-27 19:29:48,7.8,9.52,0.37,4.56
2,2025-01-27 19:30:48,6.61,9.13,1.0,2.18
1,2025-01-27 19:31:48,7.59,8.04,0.27,4.49
9,2025-01-27 19:32:48,6.45,6.3,0.81,4.32
10,2025-01-27 19:33:48,8.11,5.34,0.41,5.0
1,2025-01-27 19:34:48,8.32,9.01,0.25,3.56
9,2025-01-27 19:35:48,6.26,6.22,0.49,3.35
5,2025-01-27 19:36:48,8.07,6.76,0.91,4.98
10,2025-01-27 19:37:48,6.47,9.04,0.84,0.68
2,2025-01-27 19:38:48,7.67,8.66,0.83,4.33
3,2025-01-27 19:39:48,7.22,5.89,0.79,4.11
3,2025-01-27 19:40:48,8.79,6.8,0.91,2.69
7,2025-01-27 19:41:48,8.6,7.51,0.55,0.82
3,2025-01-27 19:42:48,7.77,8.04,0.75,2.68
8,2025-01-27 19:43:48,6.65,8.04,0.26,1.8
8,2025-01-27 19:44:48,6.7,8.57,0.69,0.53
8,2025-01-27 19:45:48,8.45,8.33,0.21,0.7
4,2025-01-27 19:46:48,8.88,5.85,0.89,1.71
3,2025-01-27 19:47:48,8.04,5.65,0.42,1.32
3,2025-01-27 19:48:48,8.74,6.79,0.2,4.94
8,2025-01-27 19:49:48,8.76,8.75,0.58,2.83
10,2025-01-27 19:50:48,8.51,7.57,0.32,3.06
7,2025-01-27 19:51:48,6.54,9.03,0.35,0.58
5,2025-01-27 19:52:48,7.24,9.05,0.18,4.83
1,2025-01-27 19:53:48,7.45,6.54,0.8,1.72
9,2025-01-27 19:54:48,7.26,5.22,0.89,3.82
2,2025-01-27 19:55:48,8.26,8.13,0.16,4.9
7,2025-01-27 19:56:48,7.59,9.45,0.21,3.69
4,2025-01-27 19:57:48,6.18,5.99,0.26,3.52
6,2025-01-27 19:58:48,6.87,8.88,0.43,4.04
10,2025-01-27 19:59:48,8.96,5.6,0.46,4.57
9,2025-01-27 20:00:48,6.57,5.45,0.97,1.22
5,2025-01-27 20:01:48,6.94,7.58,0.86,1.75
2,2025-01-27 20:02:48,6.98,9.87,0.39,1.24
9,2025-01-27 20:03:48,7.84,5.64,0.84,3.36
2,2025-01-27 20:04:48,7.78,7.73,0.14,4.5
6,2025-01-27 20:05:48,8.62,7.78,0.38,0.31
5,2025-01-27 20:06:48,6.65,8.48,0.52,3.37
6,2025-01-27 20:07:48,7.15,7.86,0.14,3.12
2,2025-01-27 20:08:48,7.03,8.03,0.93,2.0
8,2025-01-27 20:09:48,8.1,7.71,0.89,0.23
2,2025-01-27 20:10:48,6.26,5.17,0.51,2.91
10,2025-01-27 20:11:48,7.3,8.15,0.37,1.45
7,2025-01-27 20:12:48,7.31,7.96,0.92,4.36
7,2025-01-27 20:13:48,8.66,9.36,0.92,0.72
6,2025-01-27 20:14:48,6.85,7.52,0.26,1.58
8,2025-01-27 20:15:48,7.01,5.02,0.51,1.92
6,2025-01-27 20:16:48,7.91,7.69,0.65,2.68
8,2025-01-27 20:17:48,7.67,8.46,0.21,3.66
9,2025-01-27 20:18:48,6.81,8.53,0.14,2.88
7,2025-01-27 20:19:48,6.86,7.49,0.83,4.2
7,2025-01-27 20:20:48,6.24,6.06,0.24,1.22
5,2025-01-27 20:21:48,7.41,6.77,0.68,0.69
10,2025-01-27 20:22:48,7.05,5.87,0.48,3.17
8,2025-01-27 20:23:48,8.59,5.09,0.82,0.95
2,2025-01-27 20:24:48,7.58,9.79,0.74,3.72
2,2025-01-27 20:25:48,7.42,9.55,0.51,3.87
1,2025-01-27 20:26:48,6.66,5.44,0.37,4.43
7,2025-01-27 20:27:48,8.1,7.14,0.55,2.03
2,2025-01-27 20:28:48,6.81,9.99,0.32,2.5
4,2025-01-27 20:29:48,7.51,7.25,0.16,2.69
10,2025-01-27 20:30:48,7.81,9.42,0.67,1.72
7,2025-01-27 20:31:48,7.77,5.5,0.68,0.93
5,2025-01-27 20:32:48,8.21,6.06,0.53,3.18
7,2025-01-27 20:33:48,7.3,6.05,0.98,2.94
5,2025-01-27 20:34:48,6.88,6.81,0.7,4.97
8,2025-01-27 20:35:48,7.56,6.8,0.73,3.43
1,2025-01-27 20:36:48,7.2,9.66,0.88,1.5
7,2025-01-27 20:37:48,8.99,5.08,0.23,2.27
6,2025-01-27 20:38:48,6.42,8.27,0.67,0.74
6,2025-01-27 20:39:48,6.02,9.23,0.45,3.74
4,2025-01-27 20:40:48,7.91,6.17,0.34,1.16
5,2025-01-27 20:41:48,8.73,8.02,0.59,3.57
3,2025-01-27 20:42:48,7.62,5.66,0.5,0.15
1,2025-01-27 20:43:48,6.98,9.49,0.67,2.2
1,2025-01-27 20:44:48,7.21,5.19,0.89,0.14
3,2025-01-27 20:45:48,8.18,6.87,0.76,3.89
4,2025-01-27 20:46:48,7.23,6.69,0.32,2.71
7,2025-01-27 20:47:48,6.48,9.12,0.92,3.49
7,2025-01-27 20:48:48,7.95,6.44,0.27,4.4
1,2025-01-27 20:49:48,7.29,9.6,0.61,4.24
3,2025-01-27 20:50:48,7.73,8.28,0.32,3.62
1,2025-01-27 20:51:48,7.79,6.19,0.4,4.57
1,2025-01-27 20:52:48,8.02,8.2,0.3,4.01
2,2025-01-27 20:53:48,6.04,5.31,0.6,3.82
6,2025-01-27 20:54:48,8.6,6.3,0.89,0.6
1,2025-01-27 20:55:48,6.45,5.73,0.83,3.05
3,2025-01-27 20:56:48,8.61,7.39,0.15,4.74
5,2025-01-27 20:57:48,8.83,7.29,0.51,1.33
7,2025-01-27 20:58:48,6.19,8.41,0.81,0.68
5,2025-01-27 20:59:48,8.94,5.75,0.61,0.58
2,2025-01-27 21:00:48,6.2,7.11,0.76,4.53
4,2025-01-27 21:01:48,6.42,7.0,0.38,4.28
3,2025-01-27 21:02:48,8.13,6.29,0.84,4.1
3,2025-01-27 21:03:48,6.43,8.54,0.88,0.18
9,2025-01-27 21:04:48,6.11,6.39,0.28,4.77
10,2025-01-27 21:05:48,6.82,7.57,0.92,4.71
7,2025-01-27 21:06:48,7.92,6.9,0.76,2.04
4,2025-01-27 21:07:48,6.95,6.51,0.24,0.31
6,2025-01-27 21:08:48,7.36,9.58,0.87,3.03
6,2025-01-27 21:09:48,6.73,5.67,0.22,0.71
6,2025-01-27 21:10:48,8.14,6.26,0.77,4.93
7,2025-01-27 21:11:48,7.95,7.2,0.73,4.0
3,2025-01-27 21:12:48,7.79,6.53,0.34,4.75
10,2025-01-27 21:13:48,6.45,5.56,0.76,0.7
3,2025-01-27 21:14:48,6.04,6.07,0.66,3.28
5,2025-01-27 21:15:48,6.66,9.3,0.17,2.99
2,2025-01-27 21:16:48,7.38,7.3,0.62,0.54
2,2025-01-27 21:17:48,8.81,7.66,0.16,2.97
6,2025-01-27 21:18:48,6.57,8.37,0.48,3.74
7,2025-01-27 21:19:48,6.62,7.82,0.45,4.41
5,2025-01-27 21:20:48,7.52,9.15,0.89,0.14
4,2025-01-27 21:21:48,7.68,5.63,0.96,3.2
4,2025-01-27 21:22:48,6.98,5.05,0.58,1.72
5,2025-01-27 21:23:48,7.9,9.82,0.47,2.56
5,2025-01-27 21:24:48,6.14,7.44,0.23,3.71
3,2025-01-27 21:25:48,7.22,6.97,0.18,1.53
6,2025-01-27 21:26:48,8.71,6.23,0.59,1.3
2,2025-01-27 21:27:48,6.62,7.58,0.31,3.42
8,2025-01-27 21:28:48,7.9,5.7,0.71,1.3
5,2025-01-27 21:29:48,8.41,5.99,0.59,4.66
6,2025-01-27 21:30:48,6.41,6.11,0.87,1.03
1,2025-01-27 21:31:48,6.01,7.87,0.32,2.46
10,2025-01-27 21:32:48,7.66,5.54,0.97,4.67
7,2025-01-27 21:33:48,8.59,7.27,0.48,3.21
10,2025-01-27 21:34:48,8.15,9.91,0.25,2.42
4,2025-01-27 21:35:48,8.77,7.34,0.3,2.01
4,2025-01-27 21:36:48,7.95,6.39,0.19,2.39
10,2025-01-27 21:37:48,6.38,5.97,0.19,1.41
3,2025-01-27 21:38:48,8.88,9.02,0.4,0.14
9,2025-01-27 21:39:48,8.36,5.39,0.12,2.48
9,2025-01-27 21:40:48,6.1,8.67,0.54,4.82
9,2025-01-27 21:41:48,6.9,5.99,0.23,1.85
1,2025-01-27 21:42:48,8.44,6.42,1.0,0.31
2,2025-01-27 21:43:48,6.96,5.62,0.77,2.01
1,2025-01-27 21:44:48,6.43,6.78,0.64,2.08
10,2025-01-27 21:45:48,7.06,9.36,0.59,1.82
8,2025-01-27 21:46:48,8.15,8.37,0.5,1.22
7,2025-01-27 21:47:48,7.01,5.18,0.7,2.49
2,2025-01-27 21:48:48,7.83,7.47,0.4,1.15
6,2025-01-27 21:49:48,6.23,6.71,0.61,3.21
5,2025-01-27 21:50:48,8.96,9.59,0.25,1.15
2,2025-01-27 21:51:48,8.77,5.37,0.16,1.82
5,2025-01-27 21:52:48,6.25,6.82,0.12,4.88
8,2025-01-27 21:53:48,8.79,6.16,0.51,3.64
6,2025-01-27 21:54:48,6.28,9.97,0.29,1.51
7,2025-01-27 21:55:48,7.22,6.02,0.75,1.88
6,2025-01-27 21:56:48,8.55,5.15,0.81,0.7
8,2025-01-27 21:57:48,7.15,7.08,0.95,4.23
7,2025-01-27 21:58:48,7.18,9.18,0.98,1.19
5,2025-01-27 21:59:48,8.15,9.42,0.67,4.12
2,2025-01-27 22:00:48,7.22,9.01,0.92,2.12
10,2025-01-27 22:01:48,7.61,6.8,0.36,0.55
1,2025-01-27 22:02:48,7.48,8.93,0.55,4.48
10,2025-01-27 22:03:48,8.06,7.48,0.5,1.52
1,2025-01-27 22:04:48,7.66,5.2,0.59,1.87
7,2025-01-27 22:05:48,7.47,8.11,0.14,4.15
3,2025-01-27 22:06:48,6.58,9.12,0.51,1.45
8,2025-01-27 22:07:48,8.55,9.51,0.54,1.9
9,2025-01-27 22:08:48,8.83,7.81,0.53,4.82
6,2025-01-27 22:09:48,8.78,7.89,0.21,1.35
3,2025-01-27 22:10:48,7.04,7.03,0.39,2.42
9,2025-01-27 22:11:48,7.88,9.06,0.25,1.69
1,2025-01-27 22:12:48,6.31,6.2,0.8,0.69
6,2025-01-27 22:13:48,8.38,5.98,0.16,0.77
6,2025-01-27 22:14:48,6.09,8.35,0.92,0.97
10,2025-01-27 22:15:48,7.54,6.28,0.73,4.69
10,2025-01-27 22:16:48,8.75,5.24,0.71,2.1
1,2025-01-27 22:17:48,7.19,6.15,0.22,4.77
1,2025-01-27 22:18:48,8.88,8.31,0.4,2.4
9,2025-01-27 22:19:48,7.32,5.43,0.68,2.49
1,2025-01-27 22:20:48,7.59,5.42,0.89,3.59
8,2025-01-27 22:21:48,6.24,6.57,0.73,3.27
3,2025-01-27 22:22:48,6.13,5.73,0.75,0.48
7,2025-01-27 22:23:48,8.24,9.93,0.5,1.17
7,2025-01-27 22:24:48,8.41,8.99,0.62,1.01
