entry_id,sensor_id,timestamp,ph,dissolved_oxygen,carbon_dioxide_levels,turbidity
5681,3,2025-01-12 11:22:53,7.75,6.75,2.35,3.72
5682,2,2025-01-12 16:46:37,6.65,6.1,0.64,3.68
5683,3,2025-01-12 12:53:55,7.53,8.99,1.46,0.58
5684,2,2025-01-12 13:33:13,7.25,8.43,2.57,0.92
5685,1,2025-01-12 08:36:56,7.39,11.24,1.77,3.65
5686,3,2025-01-12 05:14:57,6.51,5.19,2.05,3.84
5687,1,2025-01-12 00:55:22,6.5,7.93,1.01,2.27
5688,1,2025-01-12 04:35:18,7.31,10.15,1.36,4.0
5689,1,2025-01-11 23:34:12,7.57,8.0,1.31,0.36
5690,3,2025-01-12 05:10:31,7.99,6.75,2.5,2.93
5691,3,2025-01-12 05:16:34,6.77,8.36,2.88,1.35
5692,3,2025-01-12 00:25:54,7.57,11.71,2.73,0.96
5693,1,2025-01-12 05:36:45,6.7,10.38,1.49,4.35
5694,2,2025-01-12 07:37:11,8.36,10.24,1.17,4.42
5695,3,2025-01-12 16:25:16,7.31,10.57,1.59,4.68
5696,1,2025-01-12 00:04:14,7.07,7.91,1.88,4.31
5697,3,2025-01-12 03:29:21,7.79,5.5,1.03,1.27
5698,2,2025-01-12 12:35:25,7.14,5.96,1.79,1.52
5699,3,2025-01-11 20:13:16,7.31,10.61,2.27,0.13
5700,2,2025-01-11 20:43:47,8.1,6.05,0.78,1.5
5701,3,2025-01-12 15:51:19,7.12,9.32,0.84,0.8
5702,3,2025-01-12 12:00:34,7.84,9.98,0.56,0.79
5703,1,2025-01-12 02:10:19,8.02,9.56,0.64,3.51
5704,3,2025-01-11 18:56:49,8.34,7.39,1.21,4.13
5705,1,2025-01-12 01:29:10,7.26,11.84,0.62,2.17
5706,2,2025-01-12 14:06:49,7.81,8.51,1.93,2.77
5707,1,2025-01-12 01:52:15,7.1,8.84,2.3,0.4
5708,2,2025-01-12 13:09:19,7.48,6.54,0.54,0.44
5709,2,2025-01-11 23:13:16,8.2,9.8,2.44,3.34
5710,1,2025-01-12 03:15:36,6.99,9.16,1.17,3.26
5711,2,2025-01-11 18:37:46,8.4,9.17,1.09,3.95
5712,1,2025-01-12 16:32:32,7.73,8.8,1.86,4.34
5713,2,2025-01-12 04:26:56,7.25,8.48,0.79,2.41
5714,2,2025-01-12 15:12:01,8.44,7.81,1.62,1.33
5715,3,2025-01-12 16:42:16,6.69,10.05,1.87,4.09
5716,2,2025-01-11 19:46:30,7.16,7.77,2.84,4.24
5717,2,2025-01-12 09:27:28,8.21,5.06,0.68,2.2
5718,1,2025-01-11 23:44:57,6.79,7.63,0.98,0.26
5719,2,2025-01-12 06:29:47,6.7,7.1,0.66,1.43
5720,3,2025-01-11 22:07:21,6.93,8.26,0.61,4.15
5721,1,2025-01-12 06:00:02,6.88,11.67,2.11,1.04
5722,2,2025-01-11 23:22:16,8.32,6.73,2.14,2.99
5723,1,2025-01-11 20:59:42,7.07,8.99,1.95,2.23
5724,3,2025-01-11 20:20:57,6.89,5.81,1.1,0.11
5725,1,2025-01-12 16:39:38,8.34,10.39,1.09,0.5
5726,1,2025-01-12 06:00:24,8.17,11.86,1.21,4.34
5727,1,2025-01-12 09:19:01,8.03,9.61,2.52,1.82
5728,1,2025-01-12 07:20:44,6.76,10.34,1.67,2.01
5729,2,2025-01-11 23:07:24,7.93,8.95,0.79,3.39
5730,1,2025-01-11 19:05:20,7.89,6.98,0.78,4.03
5731,2,2025-01-12 02:29:20,6.56,11.73,1.05,3.43
5732,3,2025-01-12 03:13:17,6.88,8.84,1.04,0.29
5733,1,2025-01-12 04:58:00,7.67,5.55,1.35,2.92
5734,2,2025-01-11 20:02:15,6.87,9.37,1.9,3.66
5735,3,2025-01-12 06:42:35,6.65,5.53,2.61,1.79
5736,1,2025-01-12 01:17:46,6.92,10.06,0.8,2.23
5737,2,2025-01-12 15:03:29,7.93,11.72,0.92,0.93
5738,2,2025-01-12 17:16:26,7.78,8.48,2.41,4.56
5739,2,2025-01-11 19:27:42,8.14,9.53,2.03,0.69
5740,2,2025-01-12 17:40:56,8.06,7.72,1.16,0.5
5741,2,2025-01-12 02:32:18,8.25,5.65,1.86,1.14
5742,2,2025-01-12 03:39:00,7.19,8.78,1.09,1.24
5743,1,2025-01-11 20:22:47,7.4,6.22,1.78,3.75
5744,3,2025-01-12 07:27:58,7.33,5.24,2.52,3.49
5745,1,2025-01-12 07:30:11,6.7,11.31,0.97,2.33
5746,1,2025-01-12 15:08:05,8.02,9.27,2.89,3.82
5747,2,2025-01-12 11:18:18,7.42,9.92,0.95,0.42
5748,3,2025-01-11 20:37:58,7.55,10.79,1.12,4.44
5749,3,2025-01-12 07:29:51,7.84,8.89,1.52,2.16
5750,1,2025-01-12 14:12:55,8.47,11.72,1.14,1.66
5751,3,2025-01-12 04:38:17,7.36,6.56,0.82,0.3
5752,3,2025-01-11 19:42:09,7.82,8.29,1.27,4.92
5753,3,2025-01-11 18:16:10,8.23,10.24,2.07,4.85
5754,1,2025-01-12 10:32:26,8.17,9.59,2.35,4.12
5755,2,2025-01-12 14:30:59,7.21,8.47,1.57,4.31
5756,3,2025-01-12 07:34:37,6.82,8.29,2.47,0.13
5757,3,2025-01-12 15:41:01,7.91,6.39,2.28,0.78
5758,2,2025-01-12 03:26:29,8.32,8.56,2.58,2.58
5759,1,2025-01-12 01:49:26,8.34,10.72,1.81,2.55
5760,3,2025-01-11 22:36:17,6.55,11.17,2.0,0.89
5761,2,2025-01-12 17:47:07,7.14,11.85,2.04,0.97
5762,2,2025-01-12 17:00:21,7.6,8.62,2.39,3.33
5763,3,2025-01-11 23:51:48,7.79,6.63,1.83,4.71
5764,2,2025-01-12 14:39:16,8.44,8.66,1.89,3.18
5765,1,2025-01-11 22:22:13,7.13,11.16,0.96,0.25
5766,1,2025-01-12 10:39:22,7.6,5.35,2.41,3.44
5767,2,2025-01-12 07:04:59,8.13,10.36,0.86,4.38
5768,1,2025-01-12 08:19:39,8.46,11.21,1.05,3.0
5769,1,2025-01-12 17:22:29,7.86,9.82,1.19,0.27
5770,3,2025-01-12 10:07:08,6.63,9.88,1.78,1.31
5771,1,2025-01-12 06:55:50,7.52,5.35,2.94,2.27
5772,3,2025-01-11 18:24:55,6.92,9.58,2.38,3.13
5773,1,2025-01-11 22:31:00,8.3,10.8,2.21,4.53
5774,1,2025-01-12 01:17:51,6.76,6.92,2.39,3.46
5775,1,2025-01-11 20:01:59,6.81,6.41,0.77,0.27
5776,3,2025-01-11 21:33:47,6.9,6.83,1.65,1.14
5777,3,2025-01-12 05:16:59,6.6,9.49,0.79,3.71
5778,3,2025-01-12 14:11:26,8.47,9.06,1.09,3.02
5779,3,2025-01-12 11:45:16,6.95,5.15,2.89,3.9
5780,3,2025-01-12 12:16:01,6.54,11.92,2.91,2.55
5781,1,2025-01-12 15:20:57,7.58,8.67,2.01,2.58
5782,3,2025-01-12 06:23:04,7.04,5.21,1.07,0.62
5783,2,2025-01-12 05:15:34,7.28,11.09,1.08,4.73
5784,3,2025-01-11 20:45:49,6.53,11.65,1.86,2.75
5785,3,2025-01-12 05:15:16,8.34,10.64,1.68,3.18
5786,1,2025-01-12 01:50:25,6.86,8.78,0.56,0.61
5787,1,2025-01-11 18:37:42,6.57,9.23,0.93,4.66
5788,3,2025-01-11 19:37:33,7.59,7.94,2.69,2.73
5789,3,2025-01-12 07:11:47,7.83,11.95,1.71,3.97
5790,2,2025-01-12 13:28:01,7.44,11.29,2.4,3.05
5791,2,2025-01-11 21:29:08,7.93,8.61,1.12,4.73
5792,3,2025-01-12 02:44:10,6.64,6.09,1.4,3.4
5793,2,2025-01-12 16:26:47,7.91,6.34,0.52,3.79
5794,3,2025-01-12 03:05:32,8.32,6.07,1.78,0.98
5795,2,2025-01-12 10:07:50,8.01,10.71,2.02,1.67
5796,1,2025-01-11 21:25:02,8.39,11.09,1.66,2.5
5797,1,2025-01-12 15:17:35,8.11,5.93,1.2,2.34
5798,1,2025-01-12 11:48:49,6.67,9.87,1.24,0.39
5799,1,2025-01-11 19:19:12,7.93,8.83,0.64,4.02
5800,3,2025-01-12 07:37:06,8.23,11.88,2.15,1.96
5801,1,2025-01-12 11:36:24,6.59,10.83,0.97,4.38
5802,2,2025-01-12 02:02:54,8.17,9.84,0.66,3.03
5803,3,2025-01-12 04:59:08,8.21,10.2,2.61,2.84
5804,3,2025-01-12 07:49:07,6.63,6.84,1.73,3.05
5805,1,2025-01-11 20:15:54,7.15,11.77,1.49,1.08
5806,3,2025-01-12 07:54:48,7.28,9.89,2.61,0.45
5807,3,2025-01-12 14:34:17,6.55,11.65,1.34,1.25
5808,2,2025-01-12 06:42:15,7.76,6.97,0.67,1.76
5809,3,2025-01-12 15:51:09,7.35,9.82,2.5,0.21
5810,1,2025-01-12 07:16:54,8.34,11.01,2.92,1.41
5811,1,2025-01-12 15:07:54,7.9,11.56,1.0,4.09
5812,3,2025-01-12 07:21:12,7.5,10.92,1.53,0.69
5813,2,2025-01-12 10:09:00,7.68,8.55,0.54,2.9
5814,2,2025-01-12 05:48:27,8.07,7.28,2.46,2.4
5815,1,2025-01-12 01:53:12,8.04,10.59,1.05,4.61
5816,2,2025-01-12 10:56:23,8.33,6.01,1.53,4.62
5817,2,2025-01-11 19:35:10,6.6,5.46,2.29,3.94
5818,3,2025-01-11 19:58:59,7.12,5.22,2.91,0.89
5819,1,2025-01-11 23:53:36,7.72,5.66,2.7,2.63
5820,2,2025-01-12 09:04:36,7.36,7.07,1.35,2.32
5821,1,2025-01-12 07:49:38,8.14,8.91,2.58,2.1
5822,3,2025-01-11 21:58:41,7.8,10.79,1.16,1.24
5823,1,2025-01-12 08:12:49,8.3,6.19,1.64,4.64
5824,2,2025-01-12 01:04:23,6.94,9.01,2.54,3.23
5825,2,2025-01-11 18:00:23,8.1,6.2,1.34,4.64
5826,3,2025-01-12 11:35:40,8.09,11.34,1.25,3.74
5827,3,2025-01-11 21:55:02,8.17,6.11,1.37,2.96
5828,3,2025-01-12 17:23:09,7.42,9.14,0.77,2.27
5829,1,2025-01-12 08:59:28,6.94,9.98,2.09,4.39
5830,1,2025-01-12 17:08:31,6.59,10.22,1.78,2.8
5831,2,2025-01-12 14:00:46,8.12,8.06,2.99,4.85
5832,2,2025-01-12 00:41:02,6.82,7.82,2.8,1.87
5833,2,2025-01-11 18:29:37,7.16,7.27,1.57,2.35
5834,1,2025-01-11 21:54:22,8.15,7.01,1.91,4.53
5835,1,2025-01-12 11:40:43,7.84,7.03,2.49,0.69
5836,3,2025-01-12 09:06:59,8.32,6.53,2.97,1.35
5837,1,2025-01-11 21:38:32,8.23,10.51,1.93,2.16
5838,1,2025-01-12 07:10:15,7.12,11.58,1.22,2.54
5839,2,2025-01-12 11:29:00,7.96,8.67,2.38,2.07
5840,2,2025-01-12 03:17:30,7.23,7.77,2.64,2.84
5841,1,2025-01-12 11:14:58,7.89,7.94,2.55,1.93
5842,1,2025-01-12 00:09:24,7.49,6.83,2.27,3.83
5843,1,2025-01-12 05:08:08,7.82,11.71,1.65,3.41
5844,2,2025-01-12 01:26:01,7.1,10.48,1.19,4.02
5845,1,2025-01-12 06:02:33,6.89,6.67,2.0,0.28
5846,1,2025-01-11 19:35:51,8.03,10.09,1.03,1.5
5847,2,2025-01-12 16:01:40,8.05,10.27,1.83,2.89
5848,2,2025-01-12 13:26:39,8.4,8.08,1.26,2.81
5849,2,2025-01-11 23:24:36,7.56,10.02,0.72,1.1
5850,3,2025-01-12 10:23:25,7.95,7.51,2.9,1.01
5851,3,2025-01-12 17:32:24,8.25,7.01,2.61,2.81
5852,2,2025-01-12 04:53:11,7.27,10.02,2.48,4.2
5853,3,2025-01-12 10:53:37,8.05,11.4,0.58,3.51
5854,3,2025-01-12 01:00:46,7.19,11.39,1.89,0.56
5855,3,2025-01-12 01:59:11,8.34,11.84,1.89,0.96
5856,3,2025-01-12 15:39:56,8.41,9.76,1.66,4.21
5857,2,2025-01-12 14:10:59,6.89,6.29,1.49,2.83
5858,3,2025-01-12 09:28:23,8.43,10.72,2.41,4.7
5859,2,2025-01-12 17:41:29,7.63,8.07,1.5,1.49
5860,3,2025-01-11 23:27:19,7.78,10.04,1.7,2.36
5861,3,2025-01-11 23:28:09,8.12,6.9,1.51,4.76
5862,3,2025-01-12 16:58:24,7.58,6.04,0.9,4.38
5863,2,2025-01-12 00:29:56,7.47,6.81,0.65,0.55
5864,1,2025-01-11 23:02:23,8.02,5.96,2.81,3.74
5865,1,2025-01-12 11:49:06,8.27,11.78,1.14,2.54
5866,2,2025-01-12 07:57:29,8.05,10.13,0.65,2.31
5867,1,2025-01-11 20:20:33,7.67,6.59,1.38,1.68
5868,1,2025-01-11 21:45:23,6.59,6.16,2.55,3.15
5869,2,2025-01-12 05:35:30,6.83,6.18,2.03,2.67
5870,3,2025-01-12 04:20:31,7.11,8.22,1.38,4.22
5871,3,2025-01-12 00:01:49,8.48,11.79,0.63,0.12
5872,3,2025-01-12 17:41:16,6.52,10.06,2.15,4.34
5873,1,2025-01-12 08:27:39,7.23,11.78,1.26,2.44
5874,3,2025-01-12 10:01:23,8.46,7.5,0.51,2.62
5875,2,2025-01-12 00:22:51,7.59,9.25,2.21,1.47
5876,1,2025-01-12 06:01:23,6.79,11.77,1.43,4.21
5877,3,2025-01-12 06:13:25,8.41,10.55,2.56,3.31
5878,3,2025-01-12 04:33:03,7.1,5.65,2.17,2.28
5879,2,2025-01-11 22:08:30,7.11,5.09,1.81,3.48
5880,1,2025-01-12 03:12:59,7.26,10.5,0.94,4.99
5881,3,2025-01-12 13:11:01,8.1,11.19,2.81,4.69
5882,2,2025-01-11 23:16:22,6.59,7.33,2.57,1.57
5883,1,2025-01-12 16:44:23,7.91,11.17,2.83,3.83
5884,3,2025-01-12 07:25:07,7.77,11.64,2.14,1.45
5885,2,2025-01-12 02:21:39,6.82,7.56,1.86,0.22
5886,1,2025-01-12 09:42:41,7.84,7.57,2.4,3.93
5887,3,2025-01-11 23:33:41,7.76,8.04,2.26,1.15
5888,2,2025-01-12 15:22:51,7.11,7.67,1.21,4.42
5889,2,2025-01-12 04:07:42,8.3,6.67,2.59,1.55
5890,1,2025-01-12 00:28:01,7.03,6.78,1.74,2.77
5891,1,2025-01-12 10:38:12,8.32,5.14,2.34,3.47
5892,2,2025-01-12 10:43:29,7.9,9.68,1.08,3.82
5893,1,2025-01-12 15:33:47,7.55,8.87,1.83,1.25
5894,1,2025-01-12 01:47:37,8.43,6.14,0.96,4.62
5895,3,2025-01-12 11:30:51,6.98,7.75,1.75,1.37
5896,1,2025-01-12 14:20:19,8.26,10.0,1.57,1.85
5897,3,2025-01-12 08:20:05,8.01,11.86,2.26,1.4
5898,1,2025-01-11 22:09:36,8.06,9.93,1.28,4.93
5899,3,2025-01-12 09:57:21,7.75,5.92,2.8,0.31
5900,1,2025-01-12 01:39:50,7.9,6.4,2.32,0.56
5901,1,2025-01-12 14:29:04,7.99,10.91,1.59,1.0
5902,1,2025-01-12 01:50:52,7.66,6.03,0.66,4.23
5903,3,2025-01-11 18:02:11,7.92,10.58,2.23,3.89
5904,2,2025-01-12 06:36:10,8.13,5.18,0.54,3.46
5905,3,2025-01-11 20:29:10,7.81,7.03,1.14,4.34
5906,3,2025-01-11 23:31:37,7.38,7.2,0.86,2.22
5907,2,2025-01-12 10:41:30,6.83,6.0,1.57,3.36
5908,3,2025-01-12 09:40:11,7.08,5.75,2.72,2.51
5909,1,2025-01-12 16:44:09,6.57,6.84,2.82,4.09
5910,1,2025-01-12 13:21:48,7.84,9.01,0.76,3.57
5911,3,2025-01-12 13:56:30,7.54,8.66,0.95,0.93
5912,2,2025-01-11 18:52:28,7.13,7.6,2.89,3.94
5913,2,2025-01-12 05:23:18,7.4,9.16,1.63,4.75
5914,1,2025-01-11 18:26:45,8.35,6.45,1.78,1.38
5915,2,2025-01-12 17:47:27,6.79,9.26,2.32,2.25
5916,1,2025-01-12 09:27:33,7.99,11.22,1.75,0.97
5917,2,2025-01-12 09:05:32,8.13,11.07,2.41,2.57
5918,2,2025-01-12 11:40:34,7.04,9.04,1.56,1.69
5919,1,2025-01-12 11:48:14,7.98,6.19,1.98,4.74
5920,2,2025-01-12 09:38:19,6.9,5.2,2.14,1.09
5921,2,2025-01-12 04:52:22,7.05,11.92,1.27,0.9
5922,2,2025-01-11 21:10:29,6.54,7.14,2.07,4.51
5923,1,2025-01-12 10:58:47,6.87,7.75,1.49,0.38
5924,2,2025-01-11 22:22:21,6.51,10.73,2.58,4.09
5925,1,2025-01-12 14:14:33,8.25,8.93,1.31,4.42
5926,2,2025-01-12 09:47:52,7.79,11.65,2.16,2.36
5927,2,2025-01-12 03:40:12,7.88,11.66,1.32,3.56
5928,1,2025-01-12 08:58:54,8.11,11.42,2.02,4.92
5929,3,2025-01-12 05:22:12,7.09,10.11,2.39,0.58
5930,1,2025-01-12 16:59:17,7.98,8.71,2.2,1.24
5931,3,2025-01-12 04:34:16,7.37,7.94,0.77,2.58
5932,2,2025-01-11 20:28:07,7.71,5.83,2.85,2.6
5933,1,2025-01-12 01:54:59,7.5,10.31,0.66,3.91
5934,3,2025-01-12 12:34:09,6.58,9.99,2.4,4.27
5935,1,2025-01-12 08:19:03,8.3,5.36,2.59,2.39
5936,1,2025-01-11 21:54:51,7.05,7.45,0.55,4.21
5937,3,2025-01-12 08:44:25,6.74,9.16,1.81,4.06
5938,1,2025-01-11 23:54:45,7.66,11.97,1.11,2.94
5939,2,2025-01-12 00:19:41,8.04,7.66,0.7,4.3
5940,3,2025-01-11 22:55:14,8.46,8.6,1.07,3.5
5941,3,2025-01-12 06:09:59,6.79,8.94,1.22,2.23
5942,2,2025-01-11 19:40:48,7.64,10.36,2.55,3.14
5943,1,2025-01-12 08:20:21,6.76,7.25,2.42,2.74
5944,1,2025-01-11 19:45:39,6.97,6.14,2.23,0.87
5945,3,2025-01-12 03:41:44,7.89,7.58,2.48,2.01
5946,2,2025-01-11 18:40:32,8.05,7.38,0.54,3.96
5947,2,2025-01-12 14:23:51,7.43,8.66,0.59,1.15
5948,2,2025-01-11 20:06:23,7.54,10.53,1.04,4.33
5949,2,2025-01-12 08:13:04,6.7,8.5,0.83,1.04
5950,2,2025-01-12 07:02:23,6.83,5.98,1.44,1.96
5951,2,2025-01-12 04:46:06,6.64,10.8,1.47,1.66
5952,2,2025-01-12 02:10:35,6.88,8.87,1.76,2.01
5953,2,2025-01-11 23:35:34,7.91,5.62,1.09,4.79
5954,2,2025-01-11 21:18:46,8.49,5.27,1.52,4.31
5955,2,2025-01-12 12:22:50,8.3,11.79,2.87,1.25
5956,1,2025-01-12 16:52:03,6.78,7.42,1.39,3.95
5957,2,2025-01-12 04:44:40,7.38,8.89,2.9,2.05
5958,2,2025-01-12 03:02:51,6.53,9.9,1.67,2.26
5959,2,2025-01-12 05:00:40,7.97,10.7,2.36,4.12
5960,3,2025-01-12 14:40:52,8.17,10.11,2.03,4.93
5961,2,2025-01-12 03:11:44,6.58,10.7,1.27,1.87
5962,2,2025-01-11 20:25:37,8.48,6.86,0.5,3.36
5963,1,2025-01-11 18:05:45,8.31,8.43,0.75,0.42
5964,3,2025-01-12 05:48:16,8.18,5.81,1.46,3.96
5965,1,2025-01-12 01:21:03,7.6,9.57,2.3,2.4
5966,1,2025-01-12 03:01:12,6.71,8.84,0.98,4.27
5967,2,2025-01-12 15:38:59,6.74,9.45,1.12,1.64
5968,3,2025-01-11 19:20:03,6.76,7.04,1.61,4.06
5969,3,2025-01-12 08:01:24,7.82,8.87,2.63,2.37
5970,1,2025-01-12 07:47:55,7.38,5.35,0.7,2.98
5971,2,2025-01-12 11:30:06,6.88,8.03,0.72,3.53
5972,2,2025-01-12 12:28:01,7.46,9.16,2.71,0.12
5973,2,2025-01-12 03:02:46,8.09,5.36,2.6,4.44
5974,3,2025-01-12 15:32:52,8.0,8.69,1.55,4.58
5975,3,2025-01-11 23:56:59,7.01,8.73,1.27,3.4
5976,3,2025-01-11 19:37:52,8.29,8.7,2.93,1.36
5977,3,2025-01-12 11:45:46,7.49,6.67,0.97,2.64
5978,1,2025-01-12 13:27:09,6.8,7.11,1.23,3.1
5979,2,2025-01-11 22:03:33,7.16,6.22,2.77,2.94
5980,3,2025-01-12 02:22:22,7.87,9.24,1.6,0.17
5981,3,2025-01-12 00:32:27,8.24,9.36,2.79,4.08
5982,1,2025-01-12 01:31:04,7.45,5.98,0.69,2.41
5983,1,2025-01-11 23:38:22,7.02,9.33,1.85,3.64
5984,1,2025-01-12 01:49:37,7.17,11.36,1.93,3.42
5985,1,2025-01-11 18:39:49,6.92,11.05,0.86,2.43
5986,2,2025-01-12 00:02:49,8.12,11.06,1.39,4.18
5987,2,2025-01-12 13:45:41,6.96,5.68,1.64,4.39
5988,1,2025-01-12 02:50:16,7.16,10.96,1.36,0.59
5989,3,2025-01-12 09:26:33,6.97,7.49,1.93,4.6
5990,1,2025-01-11 23:34:09,7.89,6.72,0.51,2.56
5991,1,2025-01-12 12:05:26,8.19,8.17,1.99,3.71
5992,1,2025-01-11 21:27:22,6.57,7.57,1.39,3.97
5993,3,2025-01-12 17:06:26,6.64,9.11,2.16,0.98
5994,1,2025-01-12 07:50:11,6.87,11.76,2.35,1.27
5995,2,2025-01-12 12:02:13,7.54,8.8,2.85,2.33
5996,2,2025-01-12 13:19:35,7.17,10.02,2.14,1.24
5997,3,2025-01-12 09:03:13,6.59,9.07,2.77,0.26
5998,2,2025-01-12 02:42:34,7.98,9.2,1.96,3.4
5999,3,2025-01-12 09:47:17,7.32,11.87,1.85,1.81
6000,1,2025-01-12 00:21:14,7.63,11.13,2.03,1.36
6001,3,2025-01-11 19:19:32,7.32,10.98,1.04,1.09
6002,3,2025-01-11 23:31:55,6.51,7.25,1.16,2.35
6003,1,2025-01-11 18:17:22,6.96,6.17,2.7,1.4
6004,2,2025-01-12 01:48:47,8.12,10.87,2.57,2.2
6005,1,2025-01-12 12:21:12,7.3,7.57,2.39,2.78
6006,3,2025-01-11 22:40:15,7.45,10.89,2.71,2.37
6007,2,2025-01-12 14:40:23,6.8,11.07,2.92,2.82
6008,3,2025-01-12 04:26:27,7.88,8.54,0.83,0.3
6009,1,2025-01-12 10:01:16,7.99,11.99,1.26,4.5
6010,3,2025-01-12 05:33:08,7.13,9.17,2.79,4.4
6011,1,2025-01-11 18:54:45,7.99,8.99,0.96,1.12
6012,3,2025-01-12 03:30:13,7.08,5.29,2.28,3.51
6013,3,2025-01-11 21:13:50,6.82,7.52,2.69,1.1
6014,3,2025-01-12 17:54:03,7.04,5.08,1.17,4.72
6015,3,2025-01-12 15:58:48,7.25,11.28,1.81,2.03
6016,2,2025-01-12 07:57:50,8.35,7.73,2.33,3.84
6017,1,2025-01-12 17:42:34,8.28,7.17,2.21,4.77
6018,3,2025-01-11 22:10:25,7.16,8.53,0.72,0.56
6019,3,2025-01-12 05:44:06,6.96,9.21,2.14,2.5
6020,1,2025-01-11 21:52:45,8.24,11.64,0.83,3.32
6021,1,2025-01-12 11:17:30,6.74,7.17,2.24,0.93
6022,2,2025-01-12 14:23:14,7.98,7.24,0.61,3.11
6023,2,2025-01-12 17:40:39,8.48,11.84,1.42,1.81
6024,3,2025-01-12 15:28:18,7.55,6.58,1.87,0.66
6025,1,2025-01-12 15:10:42,8.19,6.22,0.81,1.02
6026,2,2025-01-12 16:06:52,7.15,11.97,0.69,4.5
6027,2,2025-01-12 03:17:12,8.32,11.93,1.79,4.79
6028,1,2025-01-11 23:35:21,6.75,9.95,2.5,2.63
6029,1,2025-01-12 00:58:34,7.69,10.21,2.63,3.84
6030,1,2025-01-11 22:18:47,8.08,9.47,1.16,4.79
6031,2,2025-01-12 13:38:36,6.95,6.58,1.9,0.5
6032,2,2025-01-12 15:23:46,6.62,11.99,1.5,0.92
6033,3,2025-01-12 01:21:06,7.56,7.6,2.1,0.82
6034,3,2025-01-12 17:16:06,7.92,10.46,0.83,1.15
6035,1,2025-01-12 11:59:53,8.16,6.4,1.86,4.19
6036,3,2025-01-12 13:34:34,7.09,6.59,1.03,3.13
6037,2,2025-01-12 12:17:05,8.34,6.83,0.59,4.03
6038,1,2025-01-12 14:51:37,7.48,8.94,2.32,1.05
6039,3,2025-01-11 19:37:05,7.82,7.52,2.02,1.82
6040,1,2025-01-12 05:50:05,7.81,7.83,2.01,4.07
6041,2,2025-01-12 06:22:11,8.1,9.71,2.51,3.26
6042,2,2025-01-12 11:21:28,8.18,11.75,1.11,4.74
6043,3,2025-01-12 05:01:39,7.79,7.33,2.85,4.64
6044,2,2025-01-12 04:51:11,7.24,5.68,2.64,3.02
6045,2,2025-01-12 05:28:12,7.8,7.72,2.03,4.97
6046,3,2025-01-11 18:43:18,7.01,8.74,2.15,0.27
6047,2,2025-01-12 00:27:16,7.7,10.65,1.65,3.06
6048,3,2025-01-11 20:45:24,8.09,10.26,2.85,0.35
6049,3,2025-01-11 21:03:34,7.77,10.38,1.59,0.43
6050,3,2025-01-12 15:45:34,7.44,7.91,0.99,1.26
6051,3,2025-01-11 23:45:16,8.07,10.06,1.32,1.1
6052,1,2025-01-12 08:09:07,7.74,5.74,2.81,1.48
6053,1,2025-01-12 13:07:06,6.61,6.64,1.89,2.63
6054,2,2025-01-11 23:32:39,6.78,10.5,2.82,1.81
6055,2,2025-01-12 12:10:29,8.13,5.42,0.79,3.94
6056,2,2025-01-11 19:12:00,8.02,7.83,1.09,1.18
6057,1,2025-01-11 20:44:51,7.12,7.42,0.92,3.44
6058,2,2025-01-12 11:54:57,8.35,5.54,1.6,2.37
6059,2,2025-01-12 12:59:16,7.16,6.76,1.88,4.81
6060,1,2025-01-12 06:20:04,7.88,5.15,1.21,2.83
6061,3,2025-01-12 04:55:08,7.37,8.61,1.09,3.79
6062,2,2025-01-12 00:13:58,7.9,9.64,2.87,2.18
6063,3,2025-01-12 00:26:27,8.38,11.85,1.4,0.17
6064,1,2025-01-11 19:33:01,7.6,7.07,1.57,3.31
6065,1,2025-01-12 00:37:47,7.29,7.56,1.43,0.15
6066,2,2025-01-11 20:15:04,6.68,5.23,1.24,2.27
6067,1,2025-01-12 16:41:47,8.35,9.45,1.78,4.84
6068,1,2025-01-11 23:12:37,8.03,9.63,1.53,4.59
6069,2,2025-01-11 20:41:25,8.16,10.48,0.67,2.3
6070,2,2025-01-12 17:21:58,7.65,10.73,2.87,1.43
6071,3,2025-01-12 16:48:11,7.87,11.37,2.05,4.78
6072,3,2025-01-12 10:36:29,8.44,5.2,0.77,0.34
6073,1,2025-01-12 13:32:06,6.61,10.85,1.86,3.27
6074,2,2025-01-12 12:09:15,7.18,8.13,1.32,4.64
6075,1,2025-01-12 11:41:07,7.68,5.3,1.42,3.45
6076,3,2025-01-11 20:18:18,6.97,11.19,0.74,2.08
6077,1,2025-01-12 03:57:08,6.54,8.92,2.72,0.28
6078,3,2025-01-12 10:15:33,6.72,5.99,2.17,2.31
6079,3,2025-01-12 06:42:08,8.0,10.57,0.75,3.56
6080,3,2025-01-12 08:55:24,8.31,10.54,0.84,4.67
6081,2,2025-01-12 00:39:56,7.5,7.74,1.04,0.83
6082,1,2025-01-12 02:40:54,7.45,9.94,2.17,3.86
6083,3,2025-01-12 15:00:57,7.27,8.64,1.15,4.26
6084,1,2025-01-11 23:05:59,7.83,7.56,2.21,2.58
6085,2,2025-01-12 03:16:06,8.34,11.94,1.7,4.03
6086,3,2025-01-11 18:19:18,7.81,6.64,1.52,4.5
6087,2,2025-01-12 15:49:17,6.53,10.54,0.69,0.4
6088,3,2025-01-12 07:32:56,8.33,10.53,2.25,0.46
6089,1,2025-01-12 11:43:44,6.53,5.43,0.71,3.42
6090,3,2025-01-12 14:36:05,6.98,10.36,1.39,0.92
